Success, Time Elapsed,Xstart,Ystart, Xend,Yend,Xlength, Ylength, PathDist, num threads, Filename,,,Threads,Run time(sec)
1,0.764,0,0,41,36,50,50,54.5619,5,maps/50map.bmp,,,,
1,0.699,0,0,29,14,50,50,32.2025,5,maps/50mapAOR.bmp,,,,
1,324.898,0,0,83,721,1000,1000,725.762,5,maps/1000AOR_wObs.bmp,,,,
1,3.47,0,0,97,2,100,100,97.0206,5,maps/100map.bmp,,,,
1,378.849,0,0,403,498,1000,1000,640.635,5,maps/1000Geometric.bmp,,,,
1,0.75,0,0,6,36,50,50,36.4966,5,maps/cross50.bmp,,,,
1,0.705,0,0,13,35,50,50,37.3363,5,maps/50map.bmp,,,,
1,0.691,0,0,16,40,50,50,43.0813,5,maps/50mapAOR.bmp,,,,
1,319.355,0,0,47,537,1000,1000,539.053,5,maps/1000AOR_wObs.bmp,,,,
1,2.66,0,0,34,72,100,100,79.6241,5,maps/100map.bmp,,,,
1,400.778,0,0,544,636,1000,1000,836.918,5,maps/1000Geometric.bmp,,,,
1,0.796,0,0,34,5,50,50,34.3657,5,maps/cross50.bmp,,,,
1,0.71,0,0,44,5,50,50,44.2832,5,maps/50map.bmp,,,,
1,0.716,0,0,15,23,50,50,27.4591,5,maps/50mapAOR.bmp,,,,
1,323.914,0,0,46,743,1000,1000,744.423,5,maps/1000AOR_wObs.bmp,,,,
1,3.666,0,0,72,79,100,100,106.888,5,maps/100map.bmp,,,,
1,402.801,0,0,721,545,1000,1000,903.806,5,maps/1000Geometric.bmp,,,,
1,0.84,0,0,43,48,50,50,64.4438,5,maps/cross50.bmp,,,,
1,0.712,0,0,29,10,50,50,30.6757,5,maps/50map.bmp,,,,
1,0.715,0,0,13,29,50,50,31.7805,5,maps/50mapAOR.bmp,,,,
1,357.961,0,0,646,855,1000,1000,1071.61,5,maps/1000AOR_wObs.bmp,,,,
1,2.952,0,0,47,67,100,100,81.8413,5,maps/100map.bmp,,,,
1,392.084,0,0,668,537,1000,1000,857.084,5,maps/1000Geometric.bmp,,,,
1,0.8,0,0,6,36,50,50,36.4966,5,maps/cross50.bmp,,,,
1,0.731,0,0,27,29,50,50,39.6232,5,maps/50map.bmp,,,,
1,0.718,0,0,29,28,50,50,40.3113,5,maps/50mapAOR.bmp,,,,
1,333.087,0,0,943,301,1000,1000,989.874,5,maps/1000AOR_wObs.bmp,,,,
1,2.762,0,0,54,80,100,100,96.5194,5,maps/100map.bmp,,,,
1,425.177,0,0,576,343,1000,1000,670.392,5,maps/1000Geometric.bmp,,,,
1,0.75,0,0,22,19,50,50,29.0689,5,maps/cross50.bmp,,,,
1,0.692,0,0,32,15,50,50,35.3412,5,maps/50map.bmp,,,,
1,0.676,0,0,18,21,50,50,27.6586,5,maps/50mapAOR.bmp,,,,
1,312.545,0,0,937,746,1000,1000,1197.7,5,maps/1000AOR_wObs.bmp,,,,
1,2.909,0,0,59,97,100,100,113.534,5,maps/100map.bmp,,,,
1,339.431,0,0,933,978,1000,1000,1351.66,5,maps/1000Geometric.bmp,,,,
1,0.92,0,0,33,7,50,50,33.7343,5,maps/cross50.bmp,,,,
1,0.763,0,0,32,45,50,50,55.2178,5,maps/50map.bmp,,,,
1,0.723,0,0,20,22,50,50,29.7321,5,maps/50mapAOR.bmp,,,,
1,325.125,0,0,666,118,1000,1000,676.373,5,maps/1000AOR_wObs.bmp,,,,
1,2.736,0,0,75,64,100,100,98.5951,5,maps/100map.bmp,,,,
1,367.091,0,0,417,709,1000,1000,822.539,5,maps/1000Geometric.bmp,,,,
1,0.766,0,0,48,4,50,50,48.1664,5,maps/cross50.bmp,,,,
1,0.702,0,0,19,42,50,50,46.0977,5,maps/50map.bmp,,,,
1,0.68,0,0,39,16,50,50,42.1545,5,maps/50mapAOR.bmp,,,,
1,340.447,0,0,913,910,1000,1000,1289.06,5,maps/1000AOR_wObs.bmp,,,,
1,2.963,0,0,55,2,100,100,55.0364,5,maps/100map.bmp,,,,
1,349.025,0,0,598,122,1000,1000,610.318,5,maps/1000Geometric.bmp,,,,
1,0.806,0,0,44,37,50,50,57.4891,5,maps/cross50.bmp,,,,
1,0.781,0,0,44,46,50,50,63.6553,5,maps/50map.bmp,,,,
1,0.724,0,0,38,25,50,50,45.4863,5,maps/50mapAOR.bmp,,,,
1,350.846,0,0,673,332,1000,1000,750.435,5,maps/1000AOR_wObs.bmp,,,,
1,3.172,0,0,40,31,100,100,50.6063,5,maps/100map.bmp,,,,
1,418.624,0,0,716,314,1000,1000,781.826,5,maps/1000Geometric.bmp,,,,
1,0.856,0,0,14,42,50,50,44.2719,5,maps/cross50.bmp,,,,
1,0.733,0,0,44,20,50,50,48.3322,5,maps/50map.bmp,,,,
1,0.72,0,0,19,20,50,50,27.5862,5,maps/50mapAOR.bmp,,,,
1,340.831,0,0,456,929,1000,1000,1034.88,5,maps/1000AOR_wObs.bmp,,,,
1,3.448,0,0,71,43,100,100,83.006,5,maps/100map.bmp,,,,
1,414.045,0,0,720,352,1000,1000,801.439,5,maps/1000Geometric.bmp,,,,
1,0.879,0,0,33,16,50,50,36.6742,5,maps/cross50.bmp,,,,
1,0.753,0,0,21,36,50,50,41.6773,5,maps/50map.bmp,,,,
1,0.74,0,0,18,22,50,50,28.4253,5,maps/50mapAOR.bmp,,,,
1,375.593,0,0,950,431,1000,1000,1043.2,5,maps/1000AOR_wObs.bmp,,,,
1,3.479,0,0,72,41,100,100,82.8553,5,maps/100map.bmp,,,,
1,401.427,0,0,400,441,1000,1000,595.383,5,maps/1000Geometric.bmp,,,,
1,1.004,0,0,41,7,50,50,41.5933,5,maps/cross50.bmp,,,,
1,0.82,0,0,3,37,50,50,37.1214,5,maps/50map.bmp,,,,
1,0.971,0,0,15,25,50,50,29.1548,5,maps/50mapAOR.bmp,,,,
1,360.444,0,0,631,852,1000,1000,1060.22,5,maps/1000AOR_wObs.bmp,,,,
1,3.794,0,0,85,24,100,100,88.3233,5,maps/100map.bmp,,,,
1,342.247,0,0,974,913,1000,1000,1335.01,5,maps/1000Geometric.bmp,,,,
1,1.125,0,0,28,39,50,50,48.0104,5,maps/cross50.bmp,,,,
1,0.709,0,0,27,17,50,50,31.9061,5,maps/50map.bmp,,,,
1,0.859,0,0,25,34,50,50,42.2019,5,maps/50mapAOR.bmp,,,,
1,319.403,0,0,64,743,1000,1000,745.751,5,maps/1000AOR_wObs.bmp,,,,
1,3.018,0,0,43,74,100,100,85.5862,5,maps/100map.bmp,,,,
1,341.057,0,0,931,155,1000,1000,943.815,5,maps/1000Geometric.bmp,,,,
1,0.812,0,0,9,49,50,50,49.8197,5,maps/cross50.bmp,,,,
1,0.705,0,0,44,13,50,50,45.8803,5,maps/50map.bmp,,,,
1,0.722,0,0,29,39,50,50,48.6004,5,maps/50mapAOR.bmp,,,,
1,362.554,0,0,531,877,1000,1000,1025.23,5,maps/1000AOR_wObs.bmp,,,,
1,2.744,0,0,45,71,100,100,84.0595,5,maps/100map.bmp,,,,
1,351.017,0,0,427,444,1000,1000,616.007,5,maps/1000Geometric.bmp,,,,
1,0.819,0,0,48,9,50,50,48.8365,5,maps/cross50.bmp,,,,
1,0.723,0,0,31,30,50,50,43.1393,5,maps/50map.bmp,,,,
1,0.708,0,0,34,21,50,50,39.9625,5,maps/50mapAOR.bmp,,,,
1,319.106,0,0,945,722,1000,1000,1189.25,5,maps/1000AOR_wObs.bmp,,,,
1,3.806,0,0,78,55,100,100,95.4411,5,maps/100map.bmp,,,,
1,459.269,0,0,590,379,1000,1000,701.242,5,maps/1000Geometric.bmp,,,,
1,1.005,0,0,22,16,50,50,27.2029,5,maps/cross50.bmp,,,,
1,0.741,0,0,2,32,50,50,32.0624,5,maps/50map.bmp,,,,
1,0.739,0,0,25,23,50,50,33.9706,5,maps/50mapAOR.bmp,,,,
1,349.241,0,0,55,666,1000,1000,668.267,5,maps/1000AOR_wObs.bmp,,,,
1,3.552,0,0,5,93,100,100,93.1343,5,maps/100map.bmp,,,,
1,370.141,0,0,863,173,1000,1000,880.169,5,maps/1000Geometric.bmp,,,,
1,0.972,0,0,4,30,50,50,30.2655,5,maps/cross50.bmp,,,,
1,1.03,0,0,45,30,50,50,54.0833,5,maps/50map.bmp,,,,
1,0.748,0,0,25,12,50,50,27.7308,5,maps/50mapAOR.bmp,,,,
1,442.014,0,0,766,953,1000,1000,1222.69,5,maps/1000AOR_wObs.bmp,,,,
1,3.057,0,0,91,87,100,100,125.897,5,maps/100map.bmp,,,,
1,370.511,0,0,986,449,1000,1000,1083.42,5,maps/1000Geometric.bmp,,,,
1,0.88,0,0,25,13,50,50,28.178,5,maps/cross50.bmp,,,,
1,0.766,0,0,13,37,50,50,39.2173,5,maps/50map.bmp,,,,
1,0.865,0,0,25,12,50,50,27.7308,5,maps/50mapAOR.bmp,,,,
1,321.103,0,0,938,147,1000,1000,949.449,5,maps/1000AOR_wObs.bmp,,,,
1,3.076,0,0,59,45,100,100,74.2024,5,maps/100map.bmp,,,,
1,374.591,0,0,440,729,1000,1000,851.493,5,maps/1000Geometric.bmp,,,,
1,0.856,0,0,47,39,50,50,61.0737,5,maps/cross50.bmp,,,,
1,0.74,0,0,32,35,50,50,47.4236,5,maps/50map.bmp,,,,
1,0.706,0,0,22,13,50,50,25.5539,5,maps/50mapAOR.bmp,,,,
1,330.001,0,0,74,674,1000,1000,678.05,5,maps/1000AOR_wObs.bmp,,,,
1,3.55,0,0,18,62,100,100,64.56,5,maps/100map.bmp,,,,
1,382.076,0,0,268,533,1000,1000,596.584,5,maps/1000Geometric.bmp,,,,
1,1.067,0,0,8,32,50,50,32.9848,5,maps/cross50.bmp,,,,
1,0.895,0,0,6,47,50,50,47.3814,5,maps/50map.bmp,,,,
1,0.765,0,0,24,18,50,50,30,5,maps/50mapAOR.bmp,,,,
1,364.978,0,0,954,918,1000,1000,1323.95,5,maps/1000AOR_wObs.bmp,,,,
1,3.636,0,0,43,58,100,100,72.2011,5,maps/100map.bmp,,,,
1,465.778,0,0,961,20,1000,1000,961.208,5,maps/1000Geometric.bmp,,,,
1,1.01,0,0,38,41,50,50,55.9017,5,maps/cross50.bmp,,,,
1,0.867,0,0,34,13,50,50,36.4005,5,maps/50map.bmp,,,,
1,0.701,0,0,35,15,50,50,38.0789,5,maps/50mapAOR.bmp,,,,
1,340.702,0,0,909,295,1000,1000,955.67,5,maps/1000AOR_wObs.bmp,,,,
1,2.936,0,0,59,46,100,100,74.8131,5,maps/100map.bmp,,,,
1,370.578,0,0,332,690,1000,1000,765.718,5,maps/1000Geometric.bmp,,,,
1,0.874,0,0,42,7,50,50,42.5793,5,maps/cross50.bmp,,,,
1,0.754,0,0,45,29,50,50,53.535,5,maps/50map.bmp,,,,
1,0.754,0,0,26,40,50,50,47.7074,5,maps/50mapAOR.bmp,,,,
1,322.651,0,0,728,603,1000,1000,945.3,5,maps/1000AOR_wObs.bmp,,,,
1,3.576,0,0,17,72,100,100,73.9797,5,maps/100map.bmp,,,,
1,419.306,0,0,360,775,1000,1000,854.532,5,maps/1000Geometric.bmp,,,,
1,0.848,0,0,34,19,50,50,38.9487,5,maps/cross50.bmp,,,,
1,0.748,0,0,31,35,50,50,46.7547,5,maps/50map.bmp,,,,
1,0.721,0,0,27,16,50,50,31.3847,5,maps/50mapAOR.bmp,,,,
1,316.866,0,0,439,946,1000,1000,1042.9,5,maps/1000AOR_wObs.bmp,,,,
1,2.798,0,0,50,53,100,100,72.8629,5,maps/100map.bmp,,,,
1,339.996,0,0,762,117,1000,1000,770.93,5,maps/1000Geometric.bmp,,,,
1,0.893,0,0,28,14,50,50,31.305,5,maps/cross50.bmp,,,,
1,0.752,0,0,37,18,50,50,41.1461,5,maps/50map.bmp,,,,
1,0.771,0,0,32,36,50,50,48.1664,5,maps/50mapAOR.bmp,,,,
1,331.175,0,0,123,794,1000,1000,803.471,5,maps/1000AOR_wObs.bmp,,,,
1,2.927,0,0,50,78,100,100,92.6499,5,maps/100map.bmp,,,,
1,392.011,0,0,347,415,1000,1000,540.957,5,maps/1000Geometric.bmp,,,,
1,0.973,0,0,4,44,50,50,44.1814,5,maps/cross50.bmp,,,,
1,0.784,0,0,7,34,50,50,34.7131,5,maps/50map.bmp,,,,
1,0.803,0,0,21,28,50,50,35,5,maps/50mapAOR.bmp,,,,
1,341.393,0,0,946,370,1000,1000,1015.78,5,maps/1000AOR_wObs.bmp,,,,
1,3.095,0,0,90,79,100,100,119.754,5,maps/100map.bmp,,,,
1,390.065,0,0,392,607,1000,1000,722.574,5,maps/1000Geometric.bmp,,,,
1,0.957,0,0,33,16,50,50,36.6742,5,maps/cross50.bmp,,,,
1,0.922,0,0,41,31,50,50,51.4004,5,maps/50map.bmp,,,,
1,0.75,0,0,29,26,50,50,38.9487,5,maps/50mapAOR.bmp,,,,
1,330.593,0,0,686,420,1000,1000,804.361,5,maps/1000AOR_wObs.bmp,,,,
1,4.079,0,0,71,50,100,100,86.8389,5,maps/100map.bmp,,,,
1,414.789,0,0,726,473,1000,1000,866.49,5,maps/1000Geometric.bmp,,,,
1,0.98,0,0,29,42,50,50,51.0392,5,maps/cross50.bmp,,,,
1,0.745,0,0,48,16,50,50,50.5964,5,maps/50map.bmp,,,,
1,0.727,0,0,14,24,50,50,27.7849,5,maps/50mapAOR.bmp,,,,
1,316.036,0,0,151,833,1000,1000,846.575,5,maps/1000AOR_wObs.bmp,,,,
1,3.214,0,0,43,74,100,100,85.5862,5,maps/100map.bmp,,,,
1,317.686,0,0,10,822,1000,1000,822.061,5,maps/1000Geometric.bmp,,,,
1,0.951,0,0,28,9,50,50,29.4109,5,maps/cross50.bmp,,,,
1,0.731,0,0,39,13,50,50,41.1096,5,maps/50map.bmp,,,,
1,0.729,0,0,11,26,50,50,28.2312,5,maps/50mapAOR.bmp,,,,
1,338.473,0,0,837,327,1000,1000,898.609,5,maps/1000AOR_wObs.bmp,,,,
1,4.15,0,0,84,2,100,100,84.0238,5,maps/100map.bmp,,,,
1,376.343,0,0,236,849,1000,1000,881.191,5,maps/1000Geometric.bmp,,,,
1,0.991,0,0,47,30,50,50,55.7584,5,maps/cross50.bmp,,,,
1,0.785,0,0,31,40,50,50,50.6063,5,maps/50map.bmp,,,,
1,0.764,0,0,30,18,50,50,34.9857,5,maps/50mapAOR.bmp,,,,
1,349.243,0,0,90,925,1000,1000,929.368,5,maps/1000AOR_wObs.bmp,,,,
1,3.635,0,0,25,88,100,100,91.4822,5,maps/100map.bmp,,,,
1,492.614,0,0,858,33,1000,1000,858.634,5,maps/1000Geometric.bmp,,,,
1,0.969,0,0,45,48,50,50,65.7951,5,maps/cross50.bmp,,,,
1,0.923,0,0,34,33,50,50,47.3814,5,maps/50map.bmp,,,,
1,0.801,0,0,20,18,50,50,26.9072,5,maps/50mapAOR.bmp,,,,
1,352.793,0,0,948,361,1000,1000,1014.41,5,maps/1000AOR_wObs.bmp,,,,
1,3.532,0,0,58,43,100,100,72.2011,5,maps/100map.bmp,,,,
1,375.944,0,0,285,491,1000,1000,567.72,5,maps/1000Geometric.bmp,,,,
1,0.971,0,0,41,35,50,50,53.9073,5,maps/cross50.bmp,,,,
1,0.751,0,0,19,27,50,50,33.0151,5,maps/50map.bmp,,,,
1,0.747,0,0,33,15,50,50,36.2491,5,maps/50mapAOR.bmp,,,,
1,321.827,0,0,169,891,1000,1000,906.886,5,maps/1000AOR_wObs.bmp,,,,
1,3.007,0,0,14,93,100,100,94.0479,5,maps/100map.bmp,,,,
1,329.889,0,0,908,134,1000,1000,917.834,5,maps/1000Geometric.bmp,,,,
1,1.117,0,0,27,27,50,50,38.1838,5,maps/cross50.bmp,,,,
1,3.204,0,0,1,28,50,50,28.0179,5,maps/50map.bmp,,,,
1,1.696,0,0,22,23,50,50,31.8277,5,maps/50mapAOR.bmp,,,,
1,939.871,0,0,711,192,1000,1000,736.468,5,maps/1000AOR_wObs.bmp,,,,
1,3.492,0,0,87,25,100,100,90.5207,5,maps/100map.bmp,,,,
1,455.981,0,0,650,300,1000,1000,715.891,5,maps/1000Geometric.bmp,,,,
1,0.8,0,0,48,47,50,50,67.1789,5,maps/cross50.bmp,,,,
1,0.679,0,0,3,31,50,50,31.1448,5,maps/50map.bmp,,,,
1,0.68,0,0,20,19,50,50,27.5862,5,maps/50mapAOR.bmp,,,,
1,367.366,0,0,758,182,1000,1000,779.543,5,maps/1000AOR_wObs.bmp,,,,
1,3.36,0,0,78,18,100,100,80.05,5,maps/100map.bmp,,,,
1,324.952,0,0,992,740,1000,1000,1237.6,5,maps/1000Geometric.bmp,,,,
1,0.777,0,0,40,7,50,50,40.6079,5,maps/cross50.bmp,,,,
1,0.684,0,0,36,19,50,50,40.7063,5,maps/50map.bmp,,,,
1,0.672,0,0,24,29,50,50,37.6431,5,maps/50mapAOR.bmp,,,,
1,320.784,0,0,39,770,1000,1000,770.987,5,maps/1000AOR_wObs.bmp,,,,
1,3.46,0,0,94,8,100,100,94.3398,5,maps/100map.bmp,,,,
1,401.469,0,0,763,436,1000,1000,878.786,5,maps/1000Geometric.bmp,,,,
1,1.217,0,0,27,32,50,50,41.8688,5,maps/cross50.bmp,,,,
1,0.878,0,0,24,30,50,50,38.4187,5,maps/50map.bmp,,,,
1,0.73,0,0,33,33,50,50,46.669,5,maps/50mapAOR.bmp,,,,
1,358.678,0,0,705,773,1000,1000,1046.21,5,maps/1000AOR_wObs.bmp,,,,
1,3.113,0,0,55,57,100,100,79.2086,5,maps/100map.bmp,,,,
1,349.483,0,0,995,946,1000,1000,1372.93,5,maps/1000Geometric.bmp,,,,
1,0.831,0,0,48,22,50,50,52.8015,5,maps/cross50.bmp,,,,
1,0.707,0,0,26,9,50,50,27.5136,5,maps/50map.bmp,,,,
1,0.716,0,0,29,32,50,50,43.1856,5,maps/50mapAOR.bmp,,,,
1,335.424,0,0,712,626,1000,1000,948.061,5,maps/1000AOR_wObs.bmp,,,,
1,3.412,0,0,80,9,100,100,80.5047,5,maps/100map.bmp,,,,
1,372.773,0,0,478,659,1000,1000,814.104,5,maps/1000Geometric.bmp,,,,
1,0.925,0,0,12,35,50,50,37,5,maps/cross50.bmp,,,,
1,0.774,0,0,18,44,50,50,47.5395,5,maps/50map.bmp,,,,
1,0.684,0,0,20,15,50,50,25,5,maps/50mapAOR.bmp,,,,
1,297.645,0,0,844,680,1000,1000,1083.85,5,maps/1000AOR_wObs.bmp,,,,
1,2.897,0,0,61,51,100,100,79.511,5,maps/100map.bmp,,,,
1,346.1,0,0,898,827,1000,1000,1220.79,5,maps/1000Geometric.bmp,,,,
1,1.239,0,0,29,38,50,50,47.8017,5,maps/cross50.bmp,,,,
1,0.919,0,0,45,1,50,50,45.0111,5,maps/50map.bmp,,,,
1,0.703,0,0,35,36,50,50,50.2096,5,maps/50mapAOR.bmp,,,,
1,323.672,0,0,181,843,1000,1000,862.212,5,maps/1000AOR_wObs.bmp,,,,
1,2.902,0,0,46,78,100,100,90.5539,5,maps/100map.bmp,,,,
1,303.071,0,0,9,560,1000,1000,560.072,5,maps/1000Geometric.bmp,,,,
1,1.02,0,0,45,46,50,50,64.3506,5,maps/cross50.bmp,,,,
1,0.722,0,0,32,45,50,50,55.2178,5,maps/50map.bmp,,,,
1,0.679,0,0,10,36,50,50,37.3631,5,maps/50mapAOR.bmp,,,,
1,339.769,0,0,780,711,1000,1000,1055.42,5,maps/1000AOR_wObs.bmp,,,,
1,3.073,0,0,43,35,100,100,55.4437,5,maps/100map.bmp,,,,
1,400.377,0,0,594,708,1000,1000,924.175,5,maps/1000Geometric.bmp,,,,
1,0.808,0,0,42,13,50,50,43.9659,5,maps/cross50.bmp,,,,
1,0.77,0,0,42,30,50,50,51.614,5,maps/50map.bmp,,,,
1,0.749,0,0,24,25,50,50,34.6554,5,maps/50mapAOR.bmp,,,,
1,368.717,0,0,639,818,1000,1000,1038,5,maps/1000AOR_wObs.bmp,,,,
1,4.193,0,0,91,21,100,100,93.3916,5,maps/100map.bmp,,,,
1,364.077,0,0,161,774,1000,1000,790.568,5,maps/1000Geometric.bmp,,,,
1,0.807,0,0,35,1,50,50,35.0143,5,maps/cross50.bmp,,,,
1,0.691,0,0,28,16,50,50,32.249,5,maps/50map.bmp,,,,
1,0.696,0,0,19,29,50,50,34.6699,5,maps/50mapAOR.bmp,,,,
1,319.84,0,0,43,510,1000,1000,511.81,5,maps/1000AOR_wObs.bmp,,,,
1,2.929,0,0,69,61,100,100,92.0978,5,maps/100map.bmp,,,,
1,369.587,0,0,978,82,1000,1000,981.432,5,maps/1000Geometric.bmp,,,,
1,1.041,0,0,14,37,50,50,39.5601,5,maps/cross50.bmp,,,,
1,0.747,0,0,6,37,50,50,37.4833,5,maps/50map.bmp,,,,
1,0.754,0,0,34,14,50,50,36.7696,5,maps/50mapAOR.bmp,,,,
1,357.49,0,0,155,834,1000,1000,848.281,5,maps/1000AOR_wObs.bmp,,,,
1,3.556,0,0,73,77,100,100,106.104,5,maps/100map.bmp,,,,
1,386.487,0,0,950,85,1000,1000,953.795,5,maps/1000Geometric.bmp,,,,
1,1.021,0,0,24,46,50,50,51.8845,5,maps/cross50.bmp,,,,
1,0.814,0,0,37,31,50,50,48.2701,5,maps/50map.bmp,,,,
1,0.818,0,0,22,23,50,50,31.8277,5,maps/50mapAOR.bmp,,,,
1,312.113,0,0,835,656,1000,1000,1061.87,5,maps/1000AOR_wObs.bmp,,,,
1,2.884,0,0,89,96,100,100,130.908,5,maps/100map.bmp,,,,
1,428.799,0,0,582,349,1000,1000,678.62,5,maps/1000Geometric.bmp,,,,
1,0.949,0,0,42,6,50,50,42.4264,5,maps/cross50.bmp,,,,
1,0.735,0,0,44,27,50,50,51.6236,5,maps/50map.bmp,,,,
1,0.814,0,0,37,31,50,50,48.2701,5,maps/50mapAOR.bmp,,,,
1,315.686,0,0,154,839,1000,1000,853.016,5,maps/1000AOR_wObs.bmp,,,,
1,3.269,0,0,14,91,100,100,92.0706,5,maps/100map.bmp,,,,
1,364.832,0,0,254,708,1000,1000,752.183,5,maps/1000Geometric.bmp,,,,
1,0.89,0,0,16,45,50,50,47.7598,5,maps/cross50.bmp,,,,
1,0.72,0,0,20,45,50,50,49.2443,5,maps/50map.bmp,,,,
1,0.688,0,0,30,16,50,50,34,5,maps/50mapAOR.bmp,,,,
1,316.647,0,0,740,222,1000,1000,772.583,5,maps/1000AOR_wObs.bmp,,,,
1,3.34,0,0,69,42,100,100,80.7775,5,maps/100map.bmp,,,,
1,354.868,0,0,293,570,1000,1000,640.897,5,maps/1000Geometric.bmp,,,,
1,0.894,0,0,15,41,50,50,43.6578,5,maps/cross50.bmp,,,,
1,0.705,0,0,26,11,50,50,28.2312,5,maps/50map.bmp,,,,
1,0.693,0,0,16,34,50,50,37.5766,5,maps/50mapAOR.bmp,,,,
1,326.81,0,0,756,94,1000,1000,761.822,5,maps/1000AOR_wObs.bmp,,,,
1,3.008,0,0,60,53,100,100,80.0562,5,maps/100map.bmp,,,,
1,365.681,0,0,988,265,1000,1000,1022.92,5,maps/1000Geometric.bmp,,,,
1,0.925,0,0,46,5,50,50,46.2709,5,maps/cross50.bmp,,,,
1,0.756,0,0,20,47,50,50,51.0784,5,maps/50map.bmp,,,,
1,0.743,0,0,27,30,50,50,40.3609,5,maps/50mapAOR.bmp,,,,
1,314.132,0,0,552,290,1000,1000,623.541,5,maps/1000AOR_wObs.bmp,,,,
1,3.579,0,0,95,62,100,100,113.442,5,maps/100map.bmp,,,,
1,380.141,0,0,356,514,1000,1000,625.246,5,maps/1000Geometric.bmp,,,,
1,1.172,0,0,27,32,50,50,41.8688,5,maps/cross50.bmp,,,,
1,0.741,0,0,39,16,50,50,42.1545,5,maps/50map.bmp,,,,
1,0.736,0,0,37,32,50,50,48.9183,5,maps/50mapAOR.bmp,,,,
1,346.516,0,0,822,108,1000,1000,829.065,5,maps/1000AOR_wObs.bmp,,,,
1,3.415,0,0,73,59,100,100,93.8616,5,maps/100map.bmp,,,,
1,425.376,0,0,744,324,1000,1000,811.488,5,maps/1000Geometric.bmp,,,,
1,0.865,0,0,44,38,50,50,58.1378,5,maps/cross50.bmp,,,,
1,0.7,0,0,6,32,50,50,32.5576,5,maps/50map.bmp,,,,
1,0.706,0,0,11,39,50,50,40.5216,5,maps/50mapAOR.bmp,,,,
1,307.427,0,0,51,855,1000,1000,856.52,5,maps/1000AOR_wObs.bmp,,,,
1,2.747,0,0,59,34,100,100,68.0955,5,maps/100map.bmp,,,,
1,319.729,0,0,999,198,1000,1000,1018.43,5,maps/1000Geometric.bmp,,,,
1,0.869,0,0,19,17,50,50,25.4951,5,maps/cross50.bmp,,,,
1,0.72,0,0,46,17,50,50,49.0408,5,maps/50map.bmp,,,,
1,0.701,0,0,34,23,50,50,41.0488,5,maps/50mapAOR.bmp,,,,
1,324.538,0,0,940,311,1000,1000,990.112,5,maps/1000AOR_wObs.bmp,,,,
1,2.911,0,0,61,95,100,100,112.898,5,maps/100map.bmp,,,,
1,369.637,0,0,329,723,1000,1000,794.336,5,maps/1000Geometric.bmp,,,,
1,0.867,0,0,11,36,50,50,37.6431,5,maps/cross50.bmp,,,,
1,0.711,0,0,29,12,50,50,31.3847,5,maps/50map.bmp,,,,
1,0.725,0,0,14,34,50,50,36.7696,5,maps/50mapAOR.bmp,,,,
1,330.542,0,0,841,270,1000,1000,883.279,5,maps/1000AOR_wObs.bmp,,,,
1,3.149,0,0,35,68,100,100,76.4788,5,maps/100map.bmp,,,,
1,374.326,0,0,572,767,1000,1000,956.804,5,maps/1000Geometric.bmp,,,,
1,1.234,0,0,35,4,50,50,35.2278,5,maps/cross50.bmp,,,,
1,0.736,0,0,37,44,50,50,57.4891,5,maps/50map.bmp,,,,
1,0.729,0,0,37,39,50,50,53.7587,5,maps/50mapAOR.bmp,,,,
1,333.124,0,0,90,953,1000,1000,957.24,5,maps/1000AOR_wObs.bmp,,,,
1,3.855,0,0,90,50,100,100,102.956,5,maps/100map.bmp,,,,
1,345.925,0,0,884,995,1000,1000,1330.97,5,maps/1000Geometric.bmp,,,,
1,1.075,0,0,21,34,50,50,39.9625,5,maps/cross50.bmp,,,,
1,0.78,0,0,39,1,50,50,39.0128,5,maps/50map.bmp,,,,
1,0.772,0,0,30,26,50,50,39.6989,5,maps/50mapAOR.bmp,,,,
1,371.598,0,0,860,106,1000,1000,866.508,5,maps/1000AOR_wObs.bmp,,,,
1,3.67,0,0,63,95,100,100,113.991,5,maps/100map.bmp,,,,
1,387.915,0,0,985,284,1000,1000,1025.12,5,maps/1000Geometric.bmp,,,,
1,1.026,0,0,27,14,50,50,30.4138,5,maps/cross50.bmp,,,,
1,0.774,0,0,46,41,50,50,61.6198,5,maps/50map.bmp,,,,
1,0.782,0,0,36,24,50,50,43.2666,5,maps/50mapAOR.bmp,,,,
1,401.059,0,0,746,953,1000,1000,1210.26,5,maps/1000AOR_wObs.bmp,,,,
1,4.255,0,0,52,62,100,100,80.9197,5,maps/100map.bmp,,,,
1,376.839,0,0,259,981,1000,1000,1014.61,5,maps/1000Geometric.bmp,,,,
1,1.005,0,0,48,37,50,50,60.6053,5,maps/cross50.bmp,,,,
1,0.77,0,0,27,28,50,50,38.8973,5,maps/50map.bmp,,,,
1,0.894,0,0,34,12,50,50,36.0555,5,maps/50mapAOR.bmp,,,,
1,332.847,0,0,113,837,1000,1000,844.593,5,maps/1000AOR_wObs.bmp,,,,
1,3.154,0,0,6,60,100,100,60.2993,5,maps/100map.bmp,,,,
1,316.636,0,0,281,989,1000,1000,1028.14,5,maps/1000Geometric.bmp,,,,
1,0.986,0,0,44,43,50,50,61.5224,5,maps/cross50.bmp,,,,
1,0.731,0,0,37,43,50,50,56.7274,5,maps/50map.bmp,,,,
